gene_symbol,uniprot_id,priority_score,anisotropy_index,radius_of_gyration,plddt_mean,morphology,n_residues,plddt_median,plddt_fraction_high,plddt_fraction_ok,plddt_fraction_low,disorder_fraction_proxy,backbone_principal_axis,curvature_summary,torsion_summary,end_to_end_distance,bending_hotspots,hinge_candidates,exposed_surface_proxy,charged_patch_score,low_confidence_warning,multi_domain_uncertain,likely_IDR_heavy,predicted_domain_segments,PAE_mean,PAE_domain_blockiness_score,organism
ARNTL,O00327,100,3.3192797281217827,32.06851875969924,65.52864217252394,Fibrous/Extended,626,63.59,0.3354632587859425,0.13258785942492013,0.5319488817891374,0.40415335463258784,"[-0.577, 0.255, 0.776]",0.314879829201722,1.6185709737500673,14.262585109299085,143:0.38; 191:0.38; 428:0.38,6,0.6916932907348243,0.47368421052631576,True,True,True,7,22.818205248599046,3.5856438629417164,Homo sapiens
GHR,P10912,100,5.13247062540886,31.35538953628705,58.69753918495297,Fibrous/Extended,638,48.89,0.2617554858934169,0.07053291536050156,0.6677115987460815,0.5047021943573667,"[-0.761, 0.080, 0.644]",0.28192234020323387,1.981865304738773,63.24585957989661,266:0.38; 131:0.38; 163:0.38,54,0.8040752351097179,0.20224719101123595,True,True,True,3,25.827293855209756,5.309022073672339,Homo sapiens
DMD,P11532,100,1.3155342721236885,22.82447560454643,76.34927619047619,Globular,525,85.06,0.46095238095238095,0.17714285714285713,0.3619047619047619,0.17523809523809525,"[-0.696, -0.170, 0.698]",0.3396918844143603,1.3282783331236119,48.85366185865702,251:0.39; 14:0.39; 53:0.38,1,0.5523809523809524,0.37209302325581395,False,True,False,2,19.008682086167802,6.90819720471551,Homo sapiens
PIEZO2,Q9H5I5,95,4.441176983762356,43.40791862714556,79.4436389280677,Fibrous/Extended,709,88.38,0.41748942172073344,0.36812411847672777,0.2143864598025388,0.1368124118476728,"[-0.687, -0.068, 0.724]",0.3293254003639894,1.4284592527058404,28.406129021744583,460:0.38; 239:0.38; 138:0.38,0,0.5627644569816643,0.24521072796934865,False,True,False,7,16.987465211535746,2.7999858836300677,Homo sapiens
NTRK3,Q16288,95,1.936111715585754,32.4510204214344,76.81557806912993,Intermediate,839,88.81,0.466030989272944,0.25148986889153757,0.2824791418355185,0.2026221692491061,"[-0.157, -0.071, 0.985]",0.3027493283146977,1.8289047495399116,42.45300819729975,328:0.42; 236:0.40; 592:0.39,9,0.4135876042908224,0.3221476510067114,False,True,False,10,22.156000460278925,6.340271081528403,Homo sapiens
PLOD1,Q02809,92,3.3950779336885484,34.74005439030851,92.72865199449795,Fibrous/Extended,727,96.12,0.8762035763411279,0.07840440165061899,0.0453920220082531,0.030261348005502064,"[-0.617, -0.153, 0.772]",0.30915338476639115,1.68336227284043,80.99996461110338,685:0.39; 660:0.39; 458:0.38,1,0.3012379642365887,0.425531914893617,False,False,False,3,7.7446176084945195,2.311504031293698,Homo sapiens
NF1,P21359,92,1.9279279346731686,26.102187972317576,87.17264755480608,Intermediate,593,93.19,0.6762225969645869,0.209106239460371,0.11467116357504216,0.06913996627318718,"[-0.387, -0.133, 0.912]",0.3503767089454377,1.1157490878539844,40.685459036368265,221:0.38; 178:0.38; 274:0.38,1,0.33895446880269814,0.3669064748201439,False,False,False,6,9.487051008249704,2.4242661906749245,Homo sapiens
LMNA,P02545,92,4.751667397697646,71.24585834790787,76.37072289156627,Fibrous/Extended,664,93.12,0.5813253012048193,0.11295180722891567,0.3057228915662651,0.2575301204819277,"[-0.668, -0.244, 0.703]",0.34356676954830484,1.1944328264571509,278.06200657227515,508:0.40; 519:0.39; 30:0.38,0,0.8704819277108434,0.3973333333333333,False,True,False,3,24.874845768616634,2.562202816305735,Homo sapiens
OTOP1,Q7RTM1,92,1.7507094616744632,22.56431414728709,75.68916666666668,Intermediate,612,86.94,0.39869281045751637,0.2826797385620915,0.31862745098039214,0.23039215686274508,"[0.840, 0.540, 0.055]",0.35646143769693117,0.966681319953063,10.279577325940984,255:0.39; 88:0.38; 554:0.38,0,0.4591503267973856,0.1875,False,True,False,7,16.158475372719895,1.8282394376144997,Homo sapiens
EGR3,Q06889,92,3.7620723988043254,18.50767129123126,49.96868217054263,Fibrous/Extended,387,37.94,0.13178294573643412,0.11369509043927649,0.7545219638242894,0.6434108527131783,"[-0.453, -0.341, 0.824]",0.3306520427859245,1.631427031477643,42.87444059110276,226:0.38; 300:0.38; 323:0.38,2,0.8682170542635659,0.5434782608695652,True,False,True,1,25.877811830218537,0.0,Homo sapiens
