gene_symbol,uniprot,source_category,morphology,anisotropy_index,radius_of_gyration,plddt_mean,n_residues,dise_score,plddt_median,plddt_fraction_high,plddt_fraction_ok,plddt_fraction_low,disorder_fraction_proxy,backbone_principal_axis,curvature_summary,torsion_summary,end_to_end_distance,bending_hotspots,hinge_candidates,exposed_surface_proxy,charged_patch_score,low_confidence_warning,multi_domain_uncertain,likely_IDR_heavy,predicted_domain_segments,PAE_mean,PAE_domain_blockiness_score
ARNTL,O00327,Top_Priority_Run,Fibrous/Extended,3.3192797281217827,32.06851875969924,65.52864217252394,626,100.0,63.59,0.3354632587859425,0.1325878594249201,0.5319488817891374,0.4041533546325878,"[-0.577, 0.255, 0.776]",0.314879829201722,1.6185709737500673,14.262585109299083,143:0.38; 191:0.38; 428:0.38,6,0.6916932907348243,0.4736842105263157,True,True,True,7,22.81820524859905,3.5856438629417164
GHR,P10912,Top_Priority_Run,Fibrous/Extended,5.13247062540886,31.35538953628705,58.69753918495297,638,100.0,48.89,0.2617554858934169,0.0705329153605015,0.6677115987460815,0.5047021943573667,"[-0.761, 0.080, 0.644]",0.2819223402032338,1.981865304738773,63.24585957989661,266:0.38; 131:0.38; 163:0.38,54,0.8040752351097179,0.2022471910112359,True,True,True,3,25.82729385520976,5.309022073672339
IGF1R,P08069,Top_Priority_Run,Globular,1.426632071596987,43.19563878705403,78.01789319678127,1367,100.0,88.0,0.4359912216532553,0.3160204828090709,0.2479882955376737,0.1572787125091441,"[-0.397, 0.016, 0.918]",0.2975271574185976,1.7991094129582073,53.57743917919183,34:0.41; 1073:0.40; 44:0.38,35,0.4177029992684711,0.3524904214559387,False,True,False,16,23.586392385249766,5.850335926217477
PPARGC1A,Q9UBK2,Top_Priority_Run,Intermediate,2.185052241061399,31.245049772687448,52.74286967418547,798,100.0,44.045,0.0802005012531328,0.1290726817042606,0.7907268170426065,0.6190476190476191,"[-0.885, 0.223, 0.409]",0.3341653120422594,1.3147186562736124,68.17329278390476,689:0.38; 697:0.38; 795:0.38,0,0.9335839598997494,0.5086206896551724,True,True,True,4,28.088947305607377,6.5607107575563255
DMD,P11532,Top_Priority_Run,Globular,1.3155342721236885,22.82447560454643,76.34927619047619,525,100.0,85.06,0.4609523809523809,0.1771428571428571,0.3619047619047619,0.1752380952380952,"[-0.696, -0.170, 0.698]",0.3396918844143603,1.328278333123612,48.85366185865702,251:0.39; 14:0.39; 53:0.38,1,0.5523809523809524,0.3720930232558139,False,True,False,2,19.0086820861678,6.90819720471551
DAG1,Q14118,Top_Priority_Run,Intermediate,2.3890770817089004,31.57676671759604,68.17016759776536,895,100.0,76.19,0.3150837988826815,0.2055865921787709,0.4793296089385475,0.3798882681564245,"[-0.544, -0.745, -0.387]",0.2965663329650348,1.8359242094679769,12.973629561537514,697:0.41; 667:0.38; 550:0.38,14,0.6357541899441341,0.3146853146853147,True,True,True,7,25.456772260541182,5.633290930766138
MYLK,Q15746,Top_Priority_Run,Globular,1.4640526080343412,41.50389838721379,65.84507314524556,1914,100.0,80.12,0.1797283176593521,0.4278996865203762,0.3923719958202716,0.3469174503657262,"[-0.262, -0.391, 0.882]",0.2765878752741912,2.0755989382804536,56.77836512264156,1835:0.42; 59:0.41; 649:0.41,31,0.5344827586206896,0.3966666666666666,True,True,True,28,26.60291625584567,8.28959095350075
RUNX3,Q13761,Top_Priority_Run,Intermediate,2.0611670656856456,15.814810367547928,60.564096385542165,415,95.0,46.34,0.2819277108433735,0.0385542168674698,0.6795180722891566,0.5614457831325301,"[-0.510, 0.008, 0.860]",0.2843747847575885,1.964747553996119,52.973654367053065,159:0.39; 69:0.38; 54:0.38,12,0.7831325301204819,0.3720930232558139,True,False,True,1,25.59002467702134,0.0
LBX1,P52954,Top_Priority_Run,Intermediate,2.266410666464284,22.694646921843983,66.86779359430605,281,95.0,60.25,0.2313167259786477,0.1565836298932384,0.6120996441281139,0.2633451957295373,"[-0.222, -0.149, 0.964]",0.3434979169995809,1.1726210428916588,51.85587921345082,83:0.39; 37:0.39; 34:0.38,0,0.9323843416370108,0.3555555555555555,True,True,False,3,25.08210382340649,7.354659843586591
HIF1A,Q16665,Top_Priority_Run,Fibrous/Extended,3.417045794347625,29.12026203784825,60.75170702179177,826,95.0,53.205,0.3075060532687651,0.0823244552058111,0.6101694915254238,0.4782082324455206,"[-0.725, -0.174, 0.666]",0.3123052531028404,1.6463162112527328,36.96189337682797,104:0.38; 115:0.38; 176:0.38,9,0.7493946731234867,0.437037037037037,True,True,True,5,24.17098945294866,1.6578273457611508
